"","logFC","logCPM","PValue","FDR"
"YDL082W",1.60689631137725,9.10520370887828,0.000580540601433714,0.00943514117657224
"YLR061W",1.85945146734634,9.61441197521942,0.00058571860386446,0.00948973278372947
"YHR029C",-2.44991750332916,6.58893354442711,0.000597962090081361,0.00965810595651535
"YLR372W",1.08595519487364,7.60584689651599,0.000601945795920808,0.0096924420287619
"YPL222W",-0.961269021642732,7.16895134341787,0.000609025899999677,0.00977627113937944
"YBR169C",-1.25654232893876,8.81455549551315,0.000611641185157952,0.0097881351624817
"YGR174C",-1.20266715400538,6.30028487039364,0.000617759737665709,0.0098367449233446
"YKR057W",1.75560968649335,8.67093534364625,0.000619743249532667,0.0098367449233446
"YJL057C",-0.938590958757431,6.83619289481772,0.000620459355713092,0.0098367449233446
"YLR413W",1.41644718138958,4.76283491643523,0.000622220782960268,0.0098367449233446
"YBR006W",-0.904357828358354,6.95144649430598,0.000624319322380275,0.00984010243159485
"YJL190C",1.78300309682632,9.38713404409832,0.000653008130858902,0.0102612753575027
"YGL053W",-0.981495817592037,6.04948217046064,0.000661477929727974,0.0103350677560233
"YDR502C",-1.89545461207618,8.81970363444775,0.000661666212480693,0.0103350677560233
"YNR053C",1.66073206907277,5.64273963428718,0.000665323635076698,0.0103521445190381
"YDR040C",1.26524197744021,5.37145232974112,0.000666728111634424,0.0103521445190381
"YJR097W",1.61027445764657,4.2791345084919,0.000671323995976261,0.010392573551953
"YCL031C",0.997547229051129,6.48278578084663,0.000675569260829644,0.0104273515791368
"YGR034W",1.6954269405721,9.54897772771507,0.000681048065350977,0.0104809078375695
"YOR063W",1.46775610130382,12.3716814779623,0.000692476933760154,0.0106010727160741
"YPL080C",2.53244358571862,3.52537468222091,0.000692920413299076,0.0106010727160741
"YDL039C",1.55774105766752,5.08860465292191,0.000700259546289819,0.0106820293947193
"YIR029W",-1.34548345076914,5.26786757798739,0.000709104135940976,0.0107854118868923
"YLR221C",1.04591176203729,5.5652165020258,0.00072194124287523,0.0109487426281397
"YPL206C",-0.978836819895963,7.21141542726785,0.000734063563369959,0.0111003177104379
"YBR053C",-1.08461265567943,7.31113681098639,0.000738291416667844,0.0111319835860004
"YMR174C",-1.39737323138976,4.96851489416598,0.000740946803425484,0.0111398255719618
"YOR355W",0.876070131154557,7.36646375838867,0.000744729191900374,0.0111645177992651
"YBR208C",-2.39084022310659,8.63856902841428,0.000749101495585497,0.0111978868265603
"YLR175W",1.59521998604444,8.45927141918606,0.000763116337497164,0.0113747940934934
"YHR010W",1.65366886369981,10.1279914112796,0.000769174273978257,0.0114039665876579
"YLR197W",1.69687579533969,8.60573415939158,0.000769445320846385,0.0114039665876579
"YDR012W",1.51952560108711,11.2765443435381,0.000772581149705739,0.0114180052634981
"YCR031C",1.62042526603073,10.5694985762355,0.000776974935849734,0.0114505035037516
"YPR124W",-1.21161431984026,5.257391388163,0.00079830329773892,0.0117107062853458
"YNCB0010W",1.06801338698389,5.66235898197178,0.000799120459571232,0.0117107062853458
"YAL040C",0.927471240933855,6.79372718183735,0.000802470757982363,0.0117268625893389
"YML108W",1.49640844794949,4.46558329566185,0.000814534535753339,0.0118699069078915
"YDR330W",-0.925794761325231,6.83091242000811,0.000831809463617443,0.0120877113898432
"YLR324W",-0.902569268442144,6.86575485758055,0.000834114644497519,0.0120877113898432
"YHR094C",1.33982434000697,4.77111848753521,0.000836768394512978,0.0120925781556072
"YKR094C",1.75541709723517,9.51877744116933,0.00083986043272349,0.012103734468283
"YGL076C",1.66172734522613,10.283803643463,0.000850085341731999,0.0121865364857413
"YGR081C",1.88326625713149,4.13383338535632,0.000850277799656859,0.0121865364857413
"YNL119W",1.62354274158689,4.76802657299365,0.000855100201769149,0.0121952699783178
"YGL111W",0.987589184119294,6.81521194044372,0.000855562356155708,0.0121952699783178
"YHR089C",1.94578415362748,7.77380027962947,0.000858376343130165,0.0122020419131065
"YGR158C",1.35907808215494,5.23883396392095,0.000867410817352277,0.0122745948000644
"YPR169W",0.934588944833421,6.94645761494837,0.000868185831171891,0.0122745948000644
"YJL016W",-0.88537179811891,6.97410096389945,0.000872565437450664,0.012276792028171
"YOR273C",1.24293923388572,8.67358635765115,0.000875316861632848,0.012276792028171
"YNL069C",1.67862000857871,10.3849058568,0.000875991006332483,0.012276792028171
"YER006W",1.20964858162222,6.84880538201287,0.000877754154975611,0.012276792028171
"YDR496C",1.35241991348589,6.01527172135607,0.000880300388767218,0.0122794842999962
"YMR315W",-1.20378384797427,8.62596555641166,0.000892179337189078,0.0124119989389744
"YJL108C",1.25237073531085,6.02943533614444,0.000898368946720062,0.0124648691357409
"YMR269W",1.60641200906584,4.45326430400219,0.000902577836442499,0.0124830179181541
"YMR096W",-4.68495361988912,8.71636147722215,0.000904462482856481,0.0124830179181541
"YOL058W",-3.53374388512941,9.19723001160972,0.000923211188754476,0.0127081603475781
"YMR196W",-1.4033831730081,9.57015059079482,0.000929224495426558,0.0127572741911588
"YPR192W",-2.04216374106561,4.45977864973284,0.000949219950042261,0.0129975865600275
"YPL079W",1.73941089747647,9.37861139774281,0.00095838072733548,0.0130886708233225
"YNL162W",1.50676683364379,9.29716042691972,0.00096376913416159,0.013123007322697
"YDR383C",1.22992880358639,6.01575541044125,0.000965925783384253,0.013123007322697
"YKL218C",-2.1015534423185,7.12852781272003,0.000976322656442091,0.0132298059705413
"YLR029C",1.47722138288249,11.2380042705179,0.00102119908089267,0.013802061152894
"YOR096W",1.63563928916683,9.9313559688092,0.00102829526002617,0.0138620578076397
"YNL111C",1.08859407491237,6.43390920689978,0.00103655766340569,0.0139349245136815
"YEL054C",1.77094800601817,9.55678945491819,0.00103904267506653,0.0139349245136815
"YBR026C",-0.962645087956974,7.29646941498195,0.00105149879683561,0.0140586162128469
"YDR216W",-1.12293545617241,8.20970088813657,0.00105365515415433,0.0140586162128469
"YJR070C",1.59255432359242,7.19868162785399,0.00106076398782846,0.0141173615420945
"YFL014W",-1.74418339449788,10.1665944884446,0.00106936525195443,0.0141956196423569
"YCL037C",2.20966123028713,4.25394323660508,0.00107296075161075,0.0142071985816073
"YJR010W",-3.8886272455875,6.89553219521467,0.00109982076429352,0.0145259871577703
"YOR349W",1.39172908015296,5.21068199451341,0.00112034004184457,0.0147596313088462
"YHR141C",1.55380545158652,9.47441346789487,0.00113288137405029,0.0148872597693208
"YGL123W",1.7053623449105,11.4594708670738,0.00116516656306535,0.0152730501495274
"YBR033W",-1.03005272104058,5.88210972125347,0.00117369738987654,0.0153463139924459
"YNR033W",-0.97765769500726,7.23034691060526,0.00118090462504394,0.0154019485721356
"YLR291C",0.856018906850365,6.97948362753778,0.00118573924296483,0.0154264379814153
"YPL131W",1.5983864921813,11.5356961201781,0.00119499712223406,0.0155082089221271
"YAL036C",0.95306604537238,6.63876997770276,0.00120740001492414,0.0156302875381123
"YOR078W",1.14750163226424,5.50160873971242,0.00121574788315777,0.0156993977882032
"YBR056W",-0.965467781296542,7.77241165466845,0.00122108040075501,0.0157293245697256
"YGL171W",1.06950627732308,5.4227446188888,0.00123087034894996,0.0158163808139703
"YFL042C",-0.897343133453021,6.97785355100088,0.0012804315186229,0.016412804011439
"YNR022C",-1.0710985870888,5.48077467034966,0.00129123290509346,0.0165106913379229
"YGR194C",-1.01370850479158,7.71085830548482,0.0013086589305652,0.0166926005886519
"YMR095C",-3.22925124396009,5.25684320219763,0.00134192386034981,0.017075162876695
"YIL096C",1.41486371183377,4.75814870874676,0.00137293123717142,0.0174159823421639
"YDR036C",-1.32314410987306,4.97340563840255,0.00137538522617817,0.0174159823421639
"YOR116C",0.849473116711816,6.57414531865274,0.00139202065989636,0.0175839510476496
"YDR382W",1.5470769475685,10.3939457782221,0.00139681049201977,0.017601836562481
"YBR031W",1.49092631337105,11.3286904643604,0.00140841106806659,0.0177052543183215
"YBL054W",1.72508947028891,5.03631814053484,0.00142004612213481,0.0178086072576378
"YLR411W",-1.87771412071207,3.96866408039866,0.00145385709285749,0.0181889027660373
"YNL113W",1.2316808850469,5.19869621045438,0.00146859801065176,0.0183293679941872
"YLR070C",-1.29129256401082,5.35608389835095,0.00147892039284178,0.0184141472302042
"YOR260W",0.860008900229561,7.05018641757349,0.00153224133287814,0.0189678097856733
"YMR250W",-1.14492177100973,9.06602211090047,0.0015326617574178,0.0189678097856733
"YLL045C",1.73824585889002,10.8282955970336,0.00153429475360439,0.0189678097856733
"YDR064W",1.58622953103028,10.2883119111718,0.00155005924225434,0.0191173973211369
"YLL011W",1.52799609153027,4.76857587982338,0.00156530733456269,0.0192402375834587
"YGR251W",1.54530149409797,4.32273142558955,0.00157065183831642,0.0192402375834587
"YKR075C",1.20859983052072,8.22378356392721,0.00157108322993165,0.0192402375834587
"YJR122W",-1.21641976852241,5.31520878878985,0.00157551177646775,0.0192492855686938
"YPL143W",1.58677287746751,9.67580589055851,0.00160240507220118,0.0194931372768286
"YNL305C",-0.960296829739889,7.01373588538247,0.00160294343334473,0.0194931372768286
"YML063W",1.55667733468899,11.0457601544484,0.00161380159873609,0.019564282968692
"YJR142W",-0.913686969157956,6.52049124075874,0.00161629403095769,0.019564282968692
"YCR016W",1.04727203964791,5.59780616653838,0.00166712469951255,0.0200978336614848
"YJL068C",-0.82920097128867,6.71881566743962,0.00166807781779239,0.0200978336614848
"YLR258W",-1.18828511562771,9.38778478786625,0.00167307604351435,0.0201116076474985
"YBR139W",-1.08156272784332,8.35101839189837,0.00168432694885527,0.0202003073383401
"YLR249W",1.51599868296964,11.9544627464013,0.00172554155301014,0.0206471336744356
"YPR132W",1.36793666915442,9.93502376944423,0.00173227333792502,0.0206802517252971
"YLR048W",1.59452334190945,10.0036698193416,0.00173866071385361,0.0207091163109001
"YBR024W",-1.20887452848047,5.63924083019311,0.001746168375887,0.020751162681099
"YKR026C",0.958907620896258,5.65496730324678,0.00175428112016705,0.0208001922816171
"YKL053C-A",-1.11210024083741,5.71404819400355,0.0017590083128382,0.0208089486804464
"YLR057W",0.884070002116248,5.91681527800459,0.00176655990027689,0.0208510022618654
"YCL039W",-0.879846999518363,6.67528821672972,0.00178776398453055,0.0210536449374625
"YGR244C",-1.16283257421003,8.56748245617467,0.00180799792347395,0.021243975600819
"YBR034C",1.1928293846815,4.99301400950101,0.00181900681122722,0.021250152520433
"YDL083C",1.58881386299791,9.77072606309454,0.00181944509839891,0.021250152520433
"YLR065C",0.971029188532945,5.66139716611417,0.00182443710351098,0.021250152520433
"YDR462W",-1.03430916647561,5.42803976178352,0.00182481662433467,0.021250152520433
"YIL094C",-1.16185645211518,8.49557918850973,0.00183824315343616,0.0213588296914843
"YDL110C",-1.01786574517609,7.8383452578938,0.00185340504154319,0.0214871424482907
"YDR211W",0.939745856000296,7.33397512787864,0.00185836575314008,0.02149688278078
"YDR045C",1.49402259447006,4.20330694462373,0.00186776012077098,0.0215577534293411
"YPR143W",0.967829176400124,5.60150569476072,0.00187993542986732,0.0216503822022468
"YNL195C",-1.67060118111736,6.19018624951378,0.00188587900891553,0.0216709929284413
"YHL001W",1.57202924707588,8.46617905751834,0.00189617754395751,0.0217414466963216
"YMR062C",-2.82696109376444,7.55259363524982,0.00193309280916541,0.0221161078627543
"YHR021C",1.46776042109786,8.96168043948356,0.00195753091077328,0.0223090492962923
"YDL201W",0.996271676842977,5.85174940009278,0.00195850959894611,0.0223090492962923
"YGL209W",1.06714831323827,5.58062601187145,0.00197854085787052,0.0224881212538355
"YDL227C",1.63973538615205,5.21373104886606,0.00198437023491572,0.0225053467729463
"YOL121C",1.63646650015049,8.9860513568578,0.00204043581432533,0.023091005733916
"YFR031C-A",1.67105820886594,10.7608290131036,0.00207998534653855,0.023457504611592
"YGR021W",-1.08622220658443,5.60492704454378,0.00208181419113803,0.023457504611592
"YOR253W",0.958320457528911,5.90126419355654,0.00211580947553693,0.023789176797147
"YBR054W",-1.11212256708072,6.54282250721859,0.00214128276855414,0.0240238111904236
"YLR325C",1.51502628000923,8.9587315293959,0.00215260283043427,0.0240856979931383
"YMR242C",1.60522182199347,9.83464697906153,0.00216038780086648,0.0240856979931383
"YMR142C",1.55637428786365,10.1631814772893,0.0021606491586714,0.0240856979931383
"YLR069C",-0.823780879436146,7.31546671630096,0.00218615842870855,0.0243180991952505
"YJL060W",-1.30718479816108,6.74293255987617,0.00225520498644204,0.0250327753495067
"YIL050W",-0.850449308219764,7.44784095679127,0.00228624736925048,0.0253234660836089
"YGR162W",1.24050863790533,8.67536507446419,0.00231761838901981,0.0256165574905008
"YIL052C",1.48179714864988,9.18533243945862,0.0023614236524387,0.0260045102591897
"YMR170C",-1.25909939777932,6.19933351089046,0.00236268695856927,0.0260045102591897
"YOR361C",1.10980555151963,8.60606266136079,0.00237413774640969,0.0260755297326724
"YKL216W",1.12291921445095,6.85729103150592,0.00240211781813343,0.0263274131453826
"YDR156W",1.32512151843461,4.50496329559349,0.00249245315762148,0.0272602266736085
"YNL313C",0.870880413504499,5.9511112092224,0.00250366058526547,0.0273255173082217
"YNL315C",-0.987018439654953,6.09357808852443,0.00254623610636842,0.0277321790541211
"YMR319C",1.01881353471346,5.6328161689314,0.00255781276968923,0.0278002275405598
"YFR032C-A",1.32159372254973,8.72752762607701,0.00256650232466014,0.0278366790597753
"YBR181C",1.58748044716471,10.5901031940317,0.00263129151502279,0.0284505917562942
"YDR471W",1.48389590038767,8.78380768505427,0.00263401108267014,0.0284505917562942
"YDR202C",-0.887281086138598,6.12396959972365,0.00266746418163887,0.0287523980074587
"YBL049W",-2.13858461129074,4.76261908556926,0.00270521196189145,0.0289659183543233
"YHR203C",1.57632280877438,10.609074946741,0.00270572404732524,0.0289659183543233
"YKL193C",-0.901003827090101,6.74695353141334,0.00270691556498853,0.0289659183543233
"YPL199C",0.799243976785455,7.0039130617069,0.00270948210789913,0.0289659183543233
"YER118C",0.868050903122485,5.97423531526503,0.00272400161039977,0.029061587733038
"YBR048W",1.50927812502951,9.6655904776667,0.00273745441134406,0.0291455095183305
"YMR177W",1.58854519195186,4.3535410390166,0.00274876298117505,0.0292063064618946
"YER152C",-0.82297354201584,6.91349307874379,0.00275607516275407,0.0292078895140033
"YEL060C",-1.19685817999246,9.93206943159786,0.00276010916818164,0.0292078895140033
"YGR110W",-0.987044836728278,5.59896549759443,0.00279570183958258,0.0295151808038067
"YPR043W",1.39453115754717,10.001142287587,0.00280046281347217,0.0295151808038067
"YKL180W",1.49703879709861,10.0139826975082,0.0028111547680842,0.029568133921563
"YPR110C",1.38011717086809,7.48943304615343,0.00282617394755036,0.0296662967492359
"YDR175C",-0.900029314583292,5.89528874550578,0.00284149308810445,0.0297218519399581
"YNL029C",1.09340961793276,5.14525495060703,0.00284286067050778,0.0297218519399581
"YHR215W",0.947324997087041,5.53468262188766,0.00285562025512508,0.0297955417419751
"YKL157W",-0.971653915713957,8.23880199088404,0.00288238645239379,0.0300147906629509
"YOL155C",-2.22877092441762,10.1740297198788,0.00290636048299035,0.0302041486847822
"YKR049C",-0.857241305969169,5.89752298242492,0.00291420854240269,0.0302254989378029
"YIL018W",1.60695747910494,11.1683352136571,0.00295539940540118,0.0305479322376173
"YDR119W",0.930088725157407,7.15152861535357,0.00296082752693647,0.0305479322376173
"YDR339C",1.2852690779137,5.15001456203584,0.00296286250953313,0.0305479322376173
"YLR270W",-0.904144680806592,7.85278534082819,0.00297405123406577,0.0305946318303714
"YDL229W",1.62937923046516,11.2910559605158,0.00297912075327366,0.0305946318303714
"YDR449C",1.70465315199338,5.01309193759667,0.00301319127618343,0.0308771102154054
"YJR094W-A",1.54978719949487,8.80226069165093,0.003018463908349,0.0308771102154054
"YKL068W",0.806242473302067,6.77470312565323,0.00303820893450971,0.0309592979794831
"YOL044W",-1.20052858287529,4.89762254932192,0.00303836698591055,0.0309592979794831
"YDR152W",0.889623157373106,6.19949072317633,0.00306248360063933,0.0310936487654454
"YOL120C",1.51794941927945,10.5345316058514,0.0030675525545144,0.0310936487654454
"YLR174W",-2.30243107135201,6.24228391925319,0.00307180233703185,0.0310936487654454
"YJL179W",1.18463267500174,4.78220992905116,0.00307539251734135,0.0310936487654454
"YDR266C",0.964054741219226,6.73566491714761,0.00309977205306612,0.0312795179900308
"YNL256W",0.863509498108779,6.43747397744863,0.00318480846768713,0.0320755709959918
"YOL023W",-1.2039002769234,5.30582912084462,0.00320549348373411,0.0321850408422625
"YBR204C",-0.900654073962876,6.08760123212392,0.00321081754610455,0.0321850408422625
"YHR087W",-1.10941622532443,9.61856272567024,0.00321418560069365,0.0321850408422625
"YGR103W",1.13702656971866,7.80649941047447,0.00323555739614457,0.032299624021431
"YDR343C",-1.20647833491732,12.5608369910769,0.00323801099543961,0.032299624021431
"YGR280C",1.36396297448324,6.06408852373375,0.00324783555934313,0.0323357979257502
"YPL134C",-0.84025845970905,6.30008948072719,0.003262654324978,0.0323997943323914
"YFL054C",-1.17395915753047,7.8444335405132,0.00326857698164784,0.0323997943323914
"YIL091C",1.22235946940208,5.34160965345715,0.00327289469295961,0.0323997943323914
"YMR297W",-1.13881616549935,9.77119205809795,0.00328223948512671,0.0324307640036099
"YHR097C",-0.837963564941577,7.46681673648193,0.00328944419464296,0.0324405110840309
"YDL167C",1.48627613232956,4.74755307962856,0.00331238844377311,0.0326051519078572
"YNL094W",-0.796171139861172,6.49285210379529,0.00334132449896284,0.0328102391015699
